PlotObservationID,Year,Longitude,Latitude,Eunis_lvl1,Eunis_lvl2,EVA_Country
426689,,14.292,46.625,T,T1,Austria
426691,,14.292,46.625,S,S9,Austria
426692,,14.208,46.575,T,T1,Austria
426693,,14.208,46.575,T,T1,Austria
426694,,14.125,46.575,S,S9,Austria
426695,,14.125,46.575,T,T1,Austria
426696,,14.125,46.575,T,T1,Austria
426697,,14.125,46.575,T,T1,Austria
426698,,14.125,46.575,T,T1,Austria
426699,,14.208,46.625,T,T1,Austria
426700,,14.208,46.625,T,T1,Austria
426701,,14.208,46.625,T,T1,Austria
426702,,14.208,46.625,S,S9,Austria
426703,,14.208,46.625,T,T1,Austria
426704,,14.208,46.625,T,T1,Austria
426705,,14.208,46.625,R,R,Austria
426706,,14.208,46.575,T,T1,Austria
426707,,14.208,46.575,S,S9,Austria
426708,,14.208,46.575,S,S9,Austria
426709,,14.208,46.575,S,S9,Austria
426710,,14.208,46.575,S,S9,Austria
426711,,14.208,46.575,S,S9,Austria
426712,,13.208,46.775,T,T1,Austria
426713,,13.208,46.775,T,T,Austria
426714,,13.208,46.775,T,T1,Austria
426715,,13.208,46.775,S,S9,Austria
426716,,13.208,46.775,T,T1,Austria
426717,,13.208,46.725,T,T1,Austria
426718,,13.625,46.775,T,T1,Austria
426719,,13.542,46.775,T,T1,Austria
426720,,13.625,46.725,T,T1,Austria
426721,,13.625,46.725,T,T1,Austria
426722,,13.458,46.575,T,T,Austria
426723,,13.875,46.675,T,T1,Austria
426724,,13.875,46.675,T,T1,Austria
426725,,13.875,46.675,T,T1,Austria
426726,,14.542,46.625,T,T,Austria
426727,,14.542,46.625,T,T,Austria
426728,,14.542,46.625,T,T1,Austria
426729,,14.208,46.625,T,T1,Austria
426730,,14.292,46.725,T,T1,Austria
426731,,14.292,46.725,T,T1,Austria
426738,,13.792,46.775,T,T1,Austria
426739,,13.792,46.775,T,T1,Austria
426740,,13.792,46.775,S,S9,Austria
426741,,13.792,46.775,T,T1,Austria
426742,,13.792,46.775,T,T1,Austria
426743,,13.792,46.775,T,T1,Austria
426744,,14.292,46.675,T,T1,Austria
426745,,14.208,46.675,T,T1,Austria
426746,,14.208,46.675,T,T1,Austria
426747,,14.208,46.675,T,T1,Austria
426748,,14.208,46.675,T,T1,Austria
426749,,14.542,46.625,T,T1,Austria
426750,,14.542,46.625,T,T1,Austria
426751,,14.542,46.625,T,T1,Austria
426752,,14.542,46.625,T,T1,Austria
426753,,14.292,46.625,T,T1,Austria
426754,,14.292,46.625,T,T1,Austria
426755,,14.292,46.575,T,T1,Austria
426756,,14.292,46.575,T,T,Austria
426757,,14.292,46.575,T,T1,Austria
426758,,14.292,46.575,T,T,Austria
426759,,14.542,46.625,T,T1,Austria
426760,,14.542,46.625,T,T1,Austria
426761,,14.542,46.625,T,T1,Austria
426762,,14.125,46.625,T,T1,Austria
426763,,14.125,46.575,R,R,Austria
426764,,14.375,46.625,T,T1,Austria
426765,,14.208,46.575,S,Sa,Austria
426766,,14.208,46.575,T,T1,Austria
426767,,14.458,46.675,T,T1,Austria
426768,,14.708,46.675,T,T1,Austria
426769,,14.708,46.675,T,T1,Austria
426770,,14.708,46.675,S,S9,Austria
426771,,14.708,46.675,T,T1,Austria
426772,,14.708,46.675,T,T1,Austria
426773,,14.708,46.675,T,T1,Austria
426774,,14.708,46.675,T,T1,Austria
426775,,14.708,46.675,T,T1,Austria
426776,,14.708,46.675,Q,Qb,Austria
426777,,14.708,46.675,T,T1,Austria
426779,,14.542,46.625,T,T1,Austria
426780,,14.542,46.625,~,~,Austria
426781,,14.542,46.625,T,T1,Austria
426782,,14.542,46.625,T,T1,Austria
426783,,14.542,46.625,T,T1,Austria
426784,,14.542,46.625,T,T1,Austria
426785,,14.375,46.675,T,T,Austria
426786,,14.375,46.675,T,T,Austria
426787,,14.292,46.625,S,S9,Austria
426788,,14.292,46.725,T,T1,Austria
426789,,14.292,46.725,T,T1,Austria
426790,,14.292,46.725,T,T1,Austria
426791,,14.292,46.725,T,T,Austria
426792,,14.292,46.725,T,T1,Austria
426793,,14.292,46.725,T,T1,Austria
426794,,14.292,46.725,T,T1,Austria
426795,,14.292,46.725,T,T1,Austria
426796,,14.458,46.775,T,T,Austria
426797,,14.458,46.775,~,~,Austria
426798,,14.458,46.775,T,T1,Austria
426799,,14.458,46.775,T,T1,Austria
426800,,14.458,46.775,~,~,Austria
426801,,14.458,46.875,R,R,Austria
426802,,14.542,46.775,T,T1,Austria
426803,,14.125,46.575,T,T1,Austria
426804,,14.125,46.575,Q,Q5,Austria
426805,,14.125,46.575,T,T1,Austria
426806,,14.125,46.575,T,T,Austria
426807,,14.125,46.575,Q,Qb,Austria
426808,,14.125,46.575,~,~,Austria
426809,,14.292,46.675,T,T,Austria
426810,,14.292,46.575,T,T1,Austria
426811,,14.292,46.575,P,P2,Austria
426813,,14.292,46.575,T,T1,Austria
426814,,14.292,46.575,T,T1,Austria
426815,,13.875,46.625,T,T1,Austria
426816,,13.875,46.625,T,T1,Austria
426817,,14.458,46.475,T,T1,Austria
426818,,14.458,46.475,T,T1,Austria
426819,,14.458,46.475,T,T1,Austria
426820,,14.542,46.625,T,T1,Austria
426821,,14.542,46.625,T,T,Austria
426822,,14.292,46.575,T,T1,Austria
426823,,14.292,46.575,T,T1,Austria
426824,,14.292,46.575,Q,Qb,Austria
426825,,14.292,46.575,Q,Q5,Austria
426826,,14.292,46.575,~,~,Austria
426827,,14.292,46.575,T,T1,Austria
426828,,14.292,46.575,T,T1,Austria
426829,,14.208,46.625,T,T1,Austria
426830,,14.125,46.675,T,T1,Austria
426831,,14.125,46.675,T,T1,Austria
426832,,14.125,46.675,T,T1,Austria
426833,,14.375,46.675,R,R3,Austria
426834,,14.458,46.675,T,T1,Austria
426835,,14.375,46.675,T,T1,Austria
426836,,14.375,46.675,T,T1,Austria
426837,,14.375,46.675,T,T1,Austria
426838,,14.375,46.675,T,T1,Austria
426839,,14.375,46.675,T,T1,Austria
426840,,14.458,46.675,T,T1,Austria
426841,,14.458,46.675,T,T1,Austria
426842,,14.375,46.625,T,T1,Austria
426853,,14.208,46.575,T,T1,Austria
426854,,14.208,46.775,T,T1,Austria
426855,,14.208,46.775,T,T1,Austria
426856,,14.125,46.675,T,T1,Austria
426857,,14.125,46.675,~,~,Austria
426858,,14.125,46.675,T,T1,Austria
426859,,14.292,46.575,T,T1,Austria
426864,,14.375,46.775,T,T1,Austria
426865,,13.542,46.775,T,T1,Austria
426866,,13.458,46.575,T,T1,Austria
426867,,13.458,46.575,T,T1,Austria
426868,,13.458,46.575,T,T1,Austria
426869,,14.458,46.775,T,T,Austria
426870,,13.875,46.625,T,T1,Austria
426871,,13.875,46.625,T,T1,Austria
426872,,13.875,46.625,T,T1,Austria
426873,,13.875,46.625,T,T1,Austria
426875,,14.542,46.625,T,T1,Austria
426876,,14.542,46.625,T,T,Austria
426877,,14.542,46.625,S,S9,Austria
426878,,14.542,46.625,T,T1,Austria
426879,,14.542,46.625,T,T1,Austria
426880,,14.542,46.625,T,T,Austria
426881,,14.375,46.625,T,T,Austria
426883,,14.375,46.675,T,T1,Austria
426885,,14.375,46.675,T,T,Austria
426886,,14.375,46.675,T,T1,Austria
426887,,14.375,46.675,S,Sa,Austria
426888,,14.375,46.675,S,Sa,Austria
426889,,14.375,46.675,T,T1,Austria
426890,,14.125,46.675,T,T1,Austria
426891,,14.125,46.675,T,T1,Austria
426892,,14.125,46.675,T,T1,Austria
426893,,14.125,46.675,T,T1,Austria
426894,,14.125,46.675,T,T1,Austria
426895,,14.125,46.675,T,T1,Austria
426896,,14.208,46.725,T,T1,Austria
426897,,14.208,46.725,T,T1,Austria
426898,,14.125,46.725,T,T,Austria
426899,,14.125,46.725,S,S9,Austria
426900,,14.125,46.725,T,T1,Austria
426901,,14.125,46.675,T,T1,Austria
426902,,14.125,46.625,~,~,Austria
426903,,14.125,46.625,T,T3,Austria
426904,,14.125,46.625,T,T1,Austria
426905,,14.458,47.025,~,~,Austria
426906,,14.458,47.025,S,Sa,Austria
426909,,14.292,46.625,T,T1,Austria
426910,,14.292,46.625,S,S9,Austria
426911,,14.292,46.625,S,S9,Austria
426912,,14.292,46.625,S,S9,Austria
426914,,14.458,46.675,T,T1,Austria
426915,,14.458,46.675,T,T1,Austria
426916,,14.458,46.675,T,T1,Austria
426917,,14.125,46.625,T,T1,Austria
426918,,14.125,46.625,T,T1,Austria
426919,,14.125,46.625,T,T,Austria
426920,,14.125,46.625,T,T1,Austria
426921,,14.125,46.625,T,T1,Austria
426922,,14.125,46.625,S,S9,Austria
426923,,14.125,46.625,T,T,Austria
426924,,14.125,46.625,S,S3,Austria
426925,,14.125,46.625,T,T1,Austria
426926,,14.208,46.625,T,T1,Austria
426927,,14.208,46.625,T,T1,Austria
426928,,14.208,46.625,T,T1,Austria
426929,,14.208,46.625,T,T1,Austria
426930,,14.208,46.575,T,T1,Austria
426931,,14.208,46.575,T,T1,Austria
426932,,14.208,46.575,R,R3,Austria
426933,,14.208,46.575,T,T,Austria
426934,,14.208,46.625,S,S9,Austria
426935,,14.208,46.625,S,S9,Austria
426936,,14.208,46.625,S,S9,Austria
426937,,14.208,46.625,S,S9,Austria
426938,,14.208,46.625,S,S9,Austria
426939,,14.208,46.675,T,T1,Austria
426940,,14.208,46.675,T,T1,Austria
426941,,14.208,46.575,T,T,Austria
426942,,14.208,46.575,T,T1,Austria
426943,,14.208,46.575,T,T1,Austria
426944,,14.208,46.575,T,T1,Austria
426945,,14.208,46.575,T,T1,Austria
426946,,14.208,46.575,T,T1,Austria
426947,,14.208,46.575,T,T1,Austria
426948,,14.208,46.575,T,T1,Austria
426949,,14.375,46.675,S,S9,Austria
426950,,14.375,46.675,T,T,Austria
426951,,14.375,46.675,T,T1,Austria
426953,,14.375,46.675,T,T,Austria
426954,,14.208,46.625,T,T1,Austria
426955,,14.208,46.625,T,T,Austria
426956,,14.208,46.625,T,T1,Austria
426957,,14.208,46.625,T,T1,Austria
426959,,14.208,46.825,~,~,Austria
426960,,14.208,46.825,T,T1,Austria
426961,,14.208,46.825,P,P2,Austria
426962,,14.208,46.825,T,T1,Austria
426963,,14.208,46.825,T,T1,Austria
426964,,14.375,46.675,T,T1,Austria
426965,,14.292,46.675,T,T1,Austria
426966,,14.292,46.675,T,T1,Austria
426967,,14.292,46.675,T,T1,Austria
426968,,14.208,46.575,S,S9,Austria
426969,,14.208,46.575,T,T1,Austria
426970,,14.292,46.575,T,T1,Austria
426987,,14.125,46.875,S,Sa,Austria
426988,1986,14.292,46.825,S,Sa,Austria
427001,1995,13.542,48.125,T,T1,Austria
427097,,15.28448,48.53615,T,T,Austria
427098,,15.21095,48.54266,T,T1,Austria
427099,,15.0214,48.47837,T,T1,Austria
428182,1993,9.64185,47.23069,T,T,Austria
428183,1993,9.68308,47.18225,T,T1,Austria
428184,1993,9.75897,47.15758,T,T3,Austria
428185,1993,9.75409,47.20672,T,T3,Austria
428186,1993,9.75154,47.2555,T,T1,Austria
428187,1993,9.74636,47.30547,T,T3,Austria
428188,1993,9.78229,47.38102,T,T1,Austria
428189,1993,9.78182,47.38281,T,T1,Austria
428190,1994,9.83406,47.08425,T,T,Austria
428191,1994,9.8374,47.08689,T,T3,Austria
428192,1994,9.87077,47.11225,T,T,Austria
428193,1994,9.86757,47.16092,T,T,Austria
428194,1993,9.85253,47.38335,T,T,Austria
428195,1993,9.85314,47.38356,T,T1,Austria
428196,1994,9.90366,47.13711,T,T,Austria
428197,1994,9.9031,47.13681,T,T,Austria
428198,1994,9.90375,47.13809,T,T,Austria
428199,1993,9.88036,47.45887,T,T3,Austria
428200,1994,9.9446,47.06475,T,T1,Austria
428201,1994,9.97827,47.14082,T,T1,Austria
428202,1993,9.95104,47.50987,T,T3,Austria
428203,1993,10.06957,47.38812,T,T,Austria
428204,1993,10.582,47.4028,T,T,Austria
428205,1995,10.62509,47.18223,T,T1,Austria
428206,1993,10.75784,47.43397,T,T,Austria
428207,1993,10.79517,47.45609,T,T3,Austria
428208,1993,10.90725,47.4601,T,T,Austria
428209,1994,11.16565,47.34155,T,T3,Austria
428210,1994,11.16281,47.34338,T,T3,Austria
428211,1995,11.23911,47.36681,T,T,Austria
428212,1995,11.23928,47.36885,T,T,Austria
428213,1993,11.31148,47.36754,T,T,Austria
428214,1994,11.59992,47.35068,T,T1,Austria
428215,1994,11.67104,47.37505,T,T,Austria
428216,1994,11.67478,47.3759,T,T,Austria
428217,1993,11.66284,47.55124,T,T1,Austria
428218,1994,11.71122,47.37489,T,T,Austria
428219,1994,11.78019,47.40346,T,T1,Austria
428220,1993,11.81392,47.52358,T,T,Austria
428221,1993,11.81552,47.52538,T,T1,Austria
428222,1994,11.96322,47.45324,T,T,Austria
428223,1994,12.14473,47.50334,T,T3,Austria
428224,1994,12.14144,47.50352,T,T,Austria
428225,1994,12.25559,47.52869,T,T1,Austria
428226,1994,12.47029,47.58168,T,T1,Austria
428227,1994,12.46975,47.58385,T,T1,Austria
428228,1993,12.69368,47.53269,T,T,Austria
428229,1993,12.69016,47.53381,T,T,Austria
428230,1993,12.69243,47.53357,T,T,Austria
428231,1993,12.72626,47.55938,T,T3,Austria
428232,1993,12.72765,47.55923,T,T,Austria
428233,1995,12.80815,46.7919,T,T3,Austria
428234,1994,12.80332,47.45867,T,T3,Austria
428235,1995,12.83797,47.23784,T,T3,Austria
428236,1993,12.92048,46.61841,T,T,Austria
428237,1993,12.9154,46.61956,T,T1,Austria
428238,1995,12.91666,46.74456,T,T,Austria
428239,1995,12.95002,46.74321,T,T1,Austria
428240,1995,12.95137,46.74357,T,T1,Austria
428241,1993,12.98709,46.64299,T,T3,Austria
428242,1993,12.98412,46.6454,T,T1,Austria
428243,1995,12.98869,46.71767,T,T,Austria
428244,1995,12.9882,46.71778,T,T1,Austria
428245,1995,12.98646,46.72088,T,T3,Austria
428246,1995,12.98139,47.98012,T,T1,Austria
428247,1995,12.97894,48.05651,T,T1,Austria
428248,1995,13.02329,46.71913,T,T1,Austria
428249,1995,13.01668,47.93023,T,T,Austria
428250,1993,13.05702,47.70971,T,T,Austria
428251,1995,13.09548,46.76826,T,T,Austria
428252,1993,13.13243,46.61909,T,T1,Austria
428253,1993,13.13185,46.61971,T,T1,Austria
428254,1993,13.1344,46.62016,T,T,Austria
428255,1993,13.12736,47.78237,T,T1,Austria
428256,1995,13.12839,47.83119,T,T3,Austria
428257,1993,13.16469,47.56121,T,T1,Austria
428258,1993,13.20645,46.59447,T,T,Austria
428259,1993,13.20446,46.59462,T,T,Austria
428260,1995,13.20517,46.71884,T,T1,Austria
428261,1995,13.19967,47.28793,T,T3,Austria
428262,1995,13.20203,47.31276,T,T3,Austria
428263,1993,13.20399,47.48555,T,T1,Austria
428264,1993,13.2007,47.73307,T,T,Austria
428265,1993,13.24082,46.71933,T,T1,Austria
428266,1995,13.24116,46.74253,T,T,Austria
428267,1993,13.24078,47.73334,T,T1,Austria
428268,1993,13.23867,47.75969,T,T,Austria
428269,1993,13.2776,46.59364,T,T3,Austria
428270,1993,13.27526,46.59502,T,T3,Austria
428271,1993,13.27347,46.6933,T,T,Austria
428272,1993,13.27653,47.58377,T,T1,Austria
428273,1993,13.27472,47.58512,T,T1,Austria
428274,1993,13.27543,47.5849,T,T3,Austria
428275,1993,13.27298,47.73546,T,T1,Austria
428276,1993,13.27611,47.73513,T,T1,Austria
428277,1993,13.27189,47.83085,T,T,Austria
428278,1993,13.31413,47.80608,T,T1,Austria
428279,1993,13.34908,46.57051,T,T1,Austria
428280,1993,13.34479,46.59582,T,T,Austria
428281,1993,13.34709,46.59643,T,T1,Austria
428282,1994,13.34918,46.6966,T,T3,Austria
428283,1993,13.38254,47.8567,T,T1,Austria
428284,1993,13.38344,47.85623,T,T3,Austria
428285,1993,13.38281,47.85833,T,T1,Austria
428286,1993,13.4228,47.78066,T,T3,Austria
428287,1993,13.41997,47.78084,T,T1,Austria
428288,1993,13.42341,47.78239,T,T3,Austria
428289,1993,13.45666,46.7191,T,T,Austria
428290,1993,13.45947,47.81149,T,T3,Austria
428291,1993,13.45718,47.85876,T,T3,Austria
428292,1993,13.45736,47.90618,T,T1,Austria
428293,1993,13.45749,47.90793,T,T,Austria
428294,1993,13.56971,47.58303,T,T1,Austria
428295,1993,13.57089,47.63437,T,T1,Austria
428296,1993,13.56872,47.73199,T,T1,Austria
428297,1993,13.5666,47.73174,T,T1,Austria
428298,1993,13.56621,47.73344,T,T1,Austria
428299,1993,13.57076,47.73366,T,T1,Austria
428300,1993,13.60523,47.75953,T,T1,Austria
428301,1993,13.63413,46.54412,T,T1,Austria
428302,1993,13.63308,46.54772,T,T1,Austria
428303,1993,13.63314,46.61977,T,T,Austria
428304,1993,13.63426,46.62021,T,T1,Austria
428305,1993,13.64439,47.73127,T,T1,Austria
428306,1993,13.64281,47.73288,T,T1,Austria
428307,1993,13.6437,47.9301,T,T,Austria
428308,1993,13.67122,46.61967,T,T1,Austria
428309,1993,13.67038,46.62141,T,T,Austria
428310,1993,13.67302,46.64502,T,T3,Austria
428311,1993,13.67901,47.75846,T,T,Austria
428312,1993,13.71424,47.85564,T,T1,Austria
428313,1993,13.7431,46.61869,T,T,Austria
428314,1993,13.74306,46.62068,T,T,Austria
428315,1993,13.75186,47.80728,T,T1,Austria
428316,1993,13.75296,47.90476,T,T1,Austria
428317,1993,13.77744,46.64463,T,T,Austria
428318,1993,13.78696,47.58376,T,T1,Austria
428319,1993,13.78848,47.58517,T,T1,Austria
428320,1994,13.79175,48.47332,T,T1,Austria
428321,1994,13.79292,48.47477,T,T,Austria
428322,1993,13.82724,47.80712,T,T1,Austria
428323,1994,13.83231,48.44923,T,T,Austria
428324,1994,13.82997,48.45113,T,T,Austria
428325,1993,13.86197,47.87973,T,T3,Austria
428326,1993,13.8618,47.88096,T,T1,Austria
428327,1993,13.86563,47.88107,T,T1,Austria
428328,1993,13.89667,47.85454,T,T3,Austria
428329,1993,13.8997,47.85668,T,T1,Austria
428330,1993,13.92356,46.51892,T,T1,Austria
428331,1993,13.92005,46.52105,~,~,Austria
428332,1993,13.92171,46.52077,T,T1,Austria
428333,1995,13.92981,47.48409,T,T3,Austria
428334,1995,13.93401,47.48403,~,~,Austria
428335,1994,13.96005,46.52012,T,T1,Austria
428336,1994,13.99441,46.49481,T,T1,Austria
428337,1994,13.99133,46.49671,T,T,Austria
428338,1994,13.99429,46.49613,T,T1,Austria
428339,1993,14.00996,47.87966,T,T1,Austria
428340,1993,14.00994,47.88035,T,T1,Austria
428341,1993,14.00883,47.88185,T,T1,Austria
428342,1993,14.04934,47.85324,T,T1,Austria
428343,1993,14.04774,47.85695,T,T1,Austria
428344,1994,14.06487,46.49238,T,T1,Austria
428345,1994,14.06498,46.49433,T,T,Austria
428346,1994,14.06361,46.49469,T,T,Austria
428347,1995,14.10904,47.18469,T,T1,Austria
428348,1993,14.13718,46.46965,T,T,Austria
428349,1993,14.13438,46.4699,T,T1,Austria
428350,1993,14.13751,46.46996,T,T1,Austria
428351,1993,14.172,46.44533,T,T1,Austria
428352,1993,14.2074,46.46905,T,T1,Austria
428353,1993,14.2412,46.44196,T,T1,Austria
428354,1993,14.24195,46.44387,T,T1,Austria
428355,1993,14.24343,46.47004,T,T1,Austria
428356,1993,14.24601,46.46957,T,T1,Austria
428357,1995,14.26874,47.90163,T,T,Austria
428358,1995,14.26627,47.90237,T,T1,Austria
428359,1995,14.26626,47.9053,T,T1,Austria
428360,1995,14.26896,47.90455,T,T,Austria
428361,1993,14.27724,46.46638,T,T3,Austria
428362,1993,14.31598,46.4905,T,T1,Austria
428363,1993,14.31739,46.49377,T,T,Austria
428364,1994,14.33803,47.85383,T,T1,Austria
428365,1993,14.35103,46.44277,T,T1,Austria
428366,1993,14.34629,46.46724,T,T1,Austria
428367,1994,14.37578,47.65359,T,T,Austria
428368,1993,14.38677,46.4898,T,T1,Austria
428369,1993,14.38551,46.48987,T,T1,Austria
428370,1995,14.39665,47.00916,T,T,Austria
428371,1995,14.41848,47.99842,T,T1,Austria
428372,1994,14.43368,46.96177,T,T3,Austria
428373,1994,14.44454,47.70134,T,T1,Austria
428374,1995,14.44965,47.82707,T,T1,Austria
428375,1993,14.49212,46.44001,T,T1,Austria
428376,1993,14.52996,46.51655,T,T1,Austria
428377,1994,14.55664,47.67642,T,T1,Austria
428378,1993,14.56362,46.39097,T,T1,Austria
428379,1995,14.59361,47.62667,T,T,Austria
428380,1996,14.59954,47.82558,T,T3,Austria
428381,1993,14.60092,46.46538,T,T1,Austria
428382,1994,14.63279,47.80007,T,T1,Austria
428383,1993,14.6361,46.46283,T,T,Austria
428384,1994,14.66975,47.74949,T,T1,Austria
428385,1994,14.66845,47.74965,T,T,Austria
428386,1994,14.7016,47.62721,T,T1,Austria
428387,1994,14.70431,47.62791,T,T1,Austria
428388,1993,14.70673,46.51163,T,T3,Austria
428389,1993,14.71016,46.51265,T,T,Austria
428390,1995,14.78166,47.89637,T,T1,Austria
428391,1993,14.82561,46.75896,T,T,Austria
428392,1994,14.85376,47.74673,T,T3,Austria
428393,1994,15.02896,48.68631,T,T1,Austria
428394,1996,15.03716,47.77094,T,T1,Austria
428395,1995,15.10997,46.68176,T,T,Austria
428396,1995,15.18743,46.80523,T,T,Austria
428397,1995,15.18774,46.80487,T,T1,Austria
428398,1995,15.23251,47.14929,T,T1,Austria
428399,1995,15.27408,47.32213,T,T1,Austria
428400,1995,15.27871,47.32276,T,T3,Austria
428401,1996,15.29091,47.64179,T,T1,Austria
428402,1995,15.30572,47.09792,T,T1,Austria
428403,1996,15.36825,47.8373,T,T3,Austria
428404,1996,15.36597,47.83982,T,T1,Austria
428405,1994,15.37062,47.91324,T,T1,Austria
428406,1994,15.3731,47.91497,T,T1,Austria
428407,1994,15.40702,48.77983,T,T1,Austria
428408,1994,15.42795,48.35839,T,T1,Austria
428409,1994,15.40128,46.87279,T,T1,Austria
428410,1994,15.44792,47.91374,T,T,Austria
428411,1994,15.49761,47.36682,T,T1,Austria
428412,1994,15.51523,47.78848,T,T1,Austria
428413,1994,15.58537,47.73672,T,T3,Austria
428414,1994,15.58845,47.73697,T,T3,Austria
428415,1995,15.5963,47.19162,T,T1,Austria
428416,1995,15.63042,47.9806,T,T1,Austria
428417,1994,15.63253,48.03174,T,T1,Austria
428418,1994,15.63668,48.03214,T,T1,Austria
428419,1994,15.74324,48.00494,T,T1,Austria
428420,1994,15.74243,48.0071,T,T1,Austria
428421,1995,15.74624,47.26122,T,T1,Austria
428422,1993,15.76741,47.70667,T,T1,Austria
428423,1994,15.77332,47.85417,T,T,Austria
428424,1995,15.77962,47.95408,T,T1,Austria
428425,1993,15.78253,48.00351,T,T,Austria
428426,1993,15.78454,48.07878,T,T1,Austria
428427,1993,15.80822,47.85642,T,T,Austria
428428,1993,15.81156,47.87834,T,T,Austria
428429,1993,15.81192,47.8799,T,T1,Austria
428430,1993,15.81517,47.95246,T,T,Austria
428431,1995,15.81717,48.02812,T,T1,Austria
428432,1993,15.8566,48.0009,T,T1,Austria
428433,1995,15.85878,48.15024,T,T,Austria
428434,1993,15.88817,47.95554,T,T,Austria
428435,1993,15.88992,47.97804,T,T1,Austria
428436,1993,15.91608,47.72904,T,T1,Austria
428437,1993,15.92268,47.85136,T,T1,Austria
428438,1993,15.918,47.85192,T,T,Austria
428439,1993,15.9247,47.97533,T,T1,Austria
428440,1993,15.92514,47.97698,T,T1,Austria
428441,1993,15.92941,47.99934,T,T1,Austria
428442,1993,15.92759,48.00186,T,T1,Austria
428443,1993,15.93305,48.10037,T,T1,Austria
428444,1993,15.93792,48.19803,T,T1,Austria
428445,1993,15.96586,48.02349,T,T1,Austria
428446,1993,15.96351,48.02381,T,T,Austria
428447,1993,15.99068,47.77551,T,T,Austria
428448,1993,15.99156,47.82722,T,T1,Austria
428449,1993,16.02743,47.7518,T,T1,Austria
428450,1993,16.0319,47.87457,T,T1,Austria
428451,1993,16.0338,47.92541,T,T1,Austria
428452,1993,16.03426,47.94718,T,T1,Austria
428453,1993,16.06619,47.79931,~,~,Austria
428454,1993,16.0884,48.24355,T,T,Austria
428455,1993,16.11539,48.01934,T,T1,Austria
428456,1993,16.11129,48.02282,T,T1,Austria
428457,1993,16.11378,48.0706,T,T,Austria
428458,1993,16.1283,48.26951,T,T1,Austria
428459,1993,16.14269,47.87382,T,T1,Austria
428460,1993,16.14021,47.89497,T,T1,Austria
428461,1993,16.15079,47.99733,T,T1,Austria
428462,1993,16.1486,48.02113,T,T1,Austria
428463,1994,16.15943,47.45215,T,T,Austria
428464,1995,16.16145,46.90859,T,T1,Austria
428465,1993,16.23033,48.14061,T,T1,Austria
428466,1993,16.22907,48.14422,T,T1,Austria
428467,1993,16.24397,48.33819,T,T1,Austria
428468,1993,16.24,48.33917,T,T,Austria
428469,1993,16.27291,48.26273,T,T1,Austria
428470,1993,16.36647,47.94198,T,T1,Austria
428471,1994,16.36344,47.22317,T,T1,Austria
428472,1994,16.36261,47.22286,T,T1,Austria
428473,1993,16.43492,48.4588,T,T1,Austria
428474,1994,16.40713,47.39723,T,T,Austria
428475,1994,16.48565,47.41789,T,T1,Austria
428476,1994,9.91536,46.9888,S,S2,Austria
428477,1994,9.91264,46.98999,S,S2,Austria
428478,1994,9.907,47.06208,T,T1,Austria
428479,1994,9.95354,46.94117,~,~,Austria
428480,1994,9.95101,46.94216,S,Sa,Austria
428481,1993,9.95463,47.50886,T,T3,Austria
428482,1994,10.26899,47.12189,S,S2,Austria
428483,1994,10.38082,47.05129,S,S2,Austria
428484,1995,10.56254,47.03083,T,T1,Austria
428485,1995,10.60587,47.05549,T,T1,Austria
428486,1995,10.74261,47.03567,T,T,Austria
428487,1994,11.12625,47.3401,T,T3,Austria
428488,1995,11.25009,47.04768,T,T,Austria
428489,1995,11.60583,47.22671,S,S2,Austria
428490,1995,11.72276,47.00699,S,Sa,Austria
428491,1994,11.85835,47.25384,S,S2,Austria
428492,1994,11.96793,47.15529,S,S2,Austria
428493,1995,12.00622,47.10711,~,~,Austria
428494,1995,12.04618,47.10921,S,S2,Austria
428495,1994,12.2539,47.52921,T,T1,Austria
428496,1994,12.32895,47.35781,T,T1,Austria
428497,1996,12.40131,47.45977,T,T3,Austria
428498,1995,12.52023,46.71846,T,T3,Austria
428499,1995,12.58871,47.2358,T,T1,Austria
428500,1995,12.62464,46.89195,T,T1,Austria
428501,1995,12.6273,46.89132,T,T1,Austria
428502,1994,12.62751,46.99041,T,T,Austria
428503,1995,12.6616,46.89126,T,T,Austria
428504,1994,12.76546,47.48426,S,S2,Austria
428505,1994,12.87824,46.93935,T,T1,Austria
428506,1993,12.91542,46.69171,T,T3,Austria
428507,1995,12.91576,46.89123,T,T1,Austria
428508,1995,12.91567,46.89301,~,~,Austria
428509,1995,13.0207,47.26561,S,S2,Austria
428510,1994,13.09723,46.61995,S,Sa,Austria
428511,1995,13.09362,47.75732,T,T,Austria
428512,1995,13.16703,46.76816,T,T3,Austria
428513,1995,13.1649,47.06708,S,Sa,Austria
428514,1993,13.16437,47.55966,T,T1,Austria
428515,1993,13.2042,46.64388,T,T1,Austria
428516,1993,13.20375,46.64594,T,T1,Austria
428517,1995,13.24248,46.89289,T,T1,Austria
428518,1995,13.23866,46.89434,T,T1,Austria
428519,1995,13.23864,47.01574,S,S2,Austria
428520,1993,13.23867,47.75969,T,T1,Austria
428521,1995,13.27796,47.28636,S,S2,Austria
428522,1993,13.27345,47.43643,T,T1,Austria
428523,1995,13.34803,46.84303,T,T1,Austria
428524,1995,13.38719,47.38807,T,T1,Austria
428525,1995,13.49552,47.38527,T,T1,Austria
428526,1995,13.49552,47.38527,T,T1,Austria
428527,1995,13.53145,48.10305,T,T1,Austria
