PlotObservationID,Year,Longitude,Latitude,Eunis_lvl1,Eunis_lvl2,EVA_Country
390844,1987,12.637439,46.784838,R,R,Austria
390845,1987,12.783804,46.794568,R,R,Austria
390848,1983,12.817553,46.863292,R,R2,Austria
390854,1987,12.662855,46.917613,R,R,Austria
390889,1987,12.649293,46.918974,R,R,Austria
390890,1987,12.383754,47.015587,R,R,Austria
390918,1987,12.744144,46.83245,V,V3,Austria
390919,1987,12.744144,46.83245,R,R5,Austria
390929,1987,12.783347,46.803022,~,~,Austria
390936,1987,12.798711,46.791518,S,S3,Austria
390937,1985,12.864351,46.839123,S,S3,Austria
390966,1973,12.734442,46.831334,S,S3,Austria
390968,2004,12.795449,46.84756,S,Sa,Austria
390970,2004,12.800139,46.846516,S,S3,Austria
390971,1989,12.771995,46.811293,S,S3,Austria
390975,1987,12.764887,46.849026,~,~,Austria
390977,1987,12.727184,46.835437,S,Sa,Austria
390982,1969,12.337762,47.015849,S,S2,Austria
390985,1992,12.545851,46.991476,R,R,Austria
391015,1963,14.280092,46.673751,T,T1,Austria
391016,1963,14.280092,46.673751,T,T1,Austria
391017,1963,14.272567,46.677427,T,T,Austria
391018,1963,14.280092,46.673751,T,T1,Austria
391022,1983,12.808998,46.812466,T,T1,Austria
391023,1989,12.769161,46.821977,T,T1,Austria
391024,1983,12.603425,46.771466,T,T1,Austria
391026,1987,12.927365,46.761952,T,T1,Austria
391027,1987,12.658003,46.883734,T,T1,Austria
391042,1987,12.70494,46.855847,S,Sa,Austria
391043,1987,12.70494,46.855847,T,T1,Austria
391053,2004,12.791603,46.812714,T,T1,Austria
391093,1987,12.800601,46.79227,T,T3,Austria
391094,2002,13.007975,46.680381,T,T1,Austria
391115,1969,12.62279,47.008048,S,S2,Austria
391116,1969,12.62279,47.008048,S,S2,Austria
391157,1969,12.831975,46.70052,T,T3,Austria
391180,1979,12.558832,47.012713,T,T3,Austria
391181,1979,12.558832,47.012713,T,T3,Austria
391210,1987,13.078715,46.686778,T,T3,Austria
391217,1987,12.888205,46.924214,T,T3,Austria
391231,1992,12.65596,47.001194,T,T,Austria
391232,1992,12.65542,47.001043,T,T,Austria
391233,1992,12.635421,47.000311,T,T3,Austria
391234,1992,12.491445,47.002961,T,T3,Austria
391236,1992,12.500908,47.00182,~,~,Austria
391237,1992,12.494556,47.006005,T,T3,Austria
391238,1969,12.341587,47.014455,T,T3,Austria
391239,1969,12.571428,46.99682,T,T3,Austria
391241,1969,12.339313,47.025288,T,T3,Austria
391242,1992,12.485737,46.996229,T,T3,Austria
391266,1987,12.679414,46.921174,T,T3,Austria
391313,1987,12.647183,46.91486,S,S2,Austria
391325,1987,12.79947,46.798553,S,S2,Austria
391326,2005,12.657496,46.796606,S,Sa,Austria
391327,2005,12.660373,46.796667,S,S2,Austria
391328,2002,12.643772,46.825667,S,S2,Austria
391331,,12.333104,47.047564,S,Sa,Austria
391347,1987,12.889013,46.780181,~,~,Austria
391348,1987,12.661181,46.882217,S,S9,Austria
391349,1983,12.600932,46.769667,S,S9,Austria
391359,1998,12.581415,46.791354,S,S9,Austria
391386,1998,12.551797,46.826637,P,P2,Austria
391459,1969,12.779763,46.870745,R,R,Austria
391460,1969,12.790234,46.874559,R,R4,Austria
391490,1985,12.680641,46.734483,R,R,Austria
391573,1986,12.124516,47.127459,R,R4,Austria
391576,1986,12.127005,47.12559,R,R4,Austria
391583,1985,12.388944,46.7182,R,R4,Austria
391589,1969,12.699362,46.824045,S,S2,Austria
391590,1969,12.701637,46.822547,S,S2,Austria
391592,1985,12.677248,46.73342,S,S2,Austria
391600,1969,12.68646,46.824684,S,S2,Austria
391639,1981,12.516363,46.678532,~,~,Austria
391729,1976,12.778139,46.752009,R,R,Austria
391773,1985,12.659939,46.7422,R,R,Austria
391964,1974,12.76051,46.779515,S,S2,Austria
391965,1974,12.782482,46.798849,S,S2,Austria
391975,1985,12.680075,46.736697,R,R,Austria
392010,1983,12.680586,46.74019,R,R4,Austria
392017,1983,12.66325,46.740998,S,S2,Austria
392027,1976,12.793225,46.765239,R,R4,Austria
392036,1987,12.41696,47.113732,S,S2,Austria
392195,1997,11.958629,47.471792,U,U3,Austria
392237,1978,12.911162,46.767336,U,U3,Austria
392238,1978,12.916741,46.758811,U,U3,Austria
392240,1978,12.744623,46.798112,U,U,Austria
392241,1978,12.740208,46.797238,R,R4,Austria
392243,1978,12.740208,46.797238,R,R4,Austria
392267,1987,12.415474,47.112256,U,U2,Austria
392268,1985,12.414447,46.700907,U,U2,Austria
392273,1985,12.415176,46.701599,R,R4,Austria
392285,1987,12.051129,47.418276,U,U3,Austria
392289,1987,12.738951,46.84075,U,U,Austria
398316,1955,12.786472,46.85163,R,R2,Austria
398319,1955,12.796011,46.837908,R,R2,Austria
398320,1955,12.796011,46.837908,R,R2,Austria
398321,1955,12.796011,46.837908,R,R2,Austria
398322,1955,12.699325,46.833299,R,R2,Austria
398411,1987,12.69524,46.869102,R,R,Austria
398424,2004,12.807544,46.843528,R,R1,Austria
398426,2008,12.726102,46.841284,R,R,Austria
398427,1987,12.698921,46.867721,R,R,Austria
398445,,12.689507,46.816335,~,~,Austria
398447,,12.612922,46.998298,S,Sb,Austria
398448,,12.688334,46.825843,S,S2,Austria
398450,,12.696021,46.73937,S,S2,Austria
398454,,12.683531,46.925625,S,S2,Austria
398458,,12.683531,46.925625,S,S2,Austria
398459,,12.688334,46.825843,S,S2,Austria
398468,1999,12.693183,46.822552,S,S2,Austria
398469,1969,12.689321,46.823817,S,S3,Austria
398476,2002,12.68704,46.824948,S,S2,Austria
398634,1987,12.789006,46.789743,~,~,Austria
398645,2005,15.35359,47.084623,R,R,Austria
398646,2005,15.35359,47.084623,V,V3,Austria
398647,2005,12.650376,46.799249,R,R,Austria
398648,2002,12.637011,46.784701,R,R2,Austria
398649,2005,12.656828,46.795658,R,R,Austria
398650,2005,12.656828,46.795658,V,V3,Austria
398651,2005,12.645805,46.802995,R,R5,Austria
398652,2005,12.645805,46.802995,R,R5,Austria
398653,2005,15.35359,47.084623,R,R,Austria
398654,2005,12.646621,46.805475,T,T1,Austria
398655,2005,15.35359,47.084623,R,R5,Austria
398656,2005,15.35359,47.084623,R,R5,Austria
398657,2005,15.35359,47.084623,R,R5,Austria
398658,2005,15.35359,47.084623,T,T1,Austria
398659,2005,15.35359,47.084623,T,T1,Austria
398676,1987,14.516632,46.742897,R,R1,Austria
398753,1987,12.766277,46.864183,R,R,Austria
412286,,15.125,47.775,T,T3,Austria
412287,,15.125,47.775,T,T1,Austria
412288,,15.125,47.775,T,T3,Austria
412289,,15.125,47.775,T,T1,Austria
412290,,15.125,47.775,T,T1,Austria
412291,,15.125,47.775,T,T1,Austria
412292,,15.125,47.775,T,T3,Austria
412293,,15.125,47.775,T,T1,Austria
412294,,15.125,47.775,T,T,Austria
412295,,15.125,47.775,T,T1,Austria
412296,,15.125,47.775,T,T1,Austria
412297,,15.125,47.775,T,T,Austria
412298,,15.125,47.775,T,T1,Austria
412299,,15.125,47.775,T,T1,Austria
412300,,15.125,47.775,T,T1,Austria
412301,,15.125,47.775,T,T1,Austria
412302,,15.125,47.775,T,T1,Austria
412303,,15.125,47.775,T,T1,Austria
412304,,15.125,47.775,T,T1,Austria
412305,,15.125,47.775,T,T1,Austria
412306,,15.125,47.775,T,T3,Austria
412307,,15.125,47.775,T,T3,Austria
412308,,15.125,47.775,T,T1,Austria
412309,,15.125,47.775,T,T3,Austria
412310,,15.125,47.775,T,T3,Austria
412311,,15.125,47.775,T,T1,Austria
412312,,15.125,47.775,T,T1,Austria
412313,,15.125,47.775,T,T1,Austria
412314,,15.125,47.775,T,T3,Austria
412315,,15.125,47.775,T,T3,Austria
412316,,15.125,47.775,T,T3,Austria
412317,,15.125,47.775,T,T,Austria
412318,,15.125,47.775,T,T1,Austria
412319,,15.125,47.775,T,T1,Austria
412320,,15.125,47.775,T,T3,Austria
412321,,15.125,47.775,T,T1,Austria
412322,,15.125,47.775,T,T,Austria
412323,,15.125,47.775,T,T1,Austria
412324,,15.125,47.775,T,T1,Austria
412325,,15.125,47.775,T,T1,Austria
412326,,15.125,47.775,T,T1,Austria
412327,,15.125,47.775,T,T1,Austria
412328,,15.125,47.775,T,T,Austria
412329,,15.125,47.775,T,T1,Austria
412330,,15.125,47.775,T,T1,Austria
412331,,15.125,47.775,T,T1,Austria
412332,,15.125,47.775,T,T3,Austria
412333,,15.125,47.775,T,T3,Austria
412334,,15.125,47.775,T,T1,Austria
412335,,15.125,47.775,T,T1,Austria
412336,,15.125,47.775,T,T1,Austria
412337,,15.125,47.775,T,T1,Austria
412338,,15.125,47.775,T,T1,Austria
412339,,15.125,47.775,T,T1,Austria
412340,,15.125,47.775,T,T1,Austria
412341,,15.125,47.775,T,T1,Austria
412342,,15.125,47.775,T,T1,Austria
412343,,15.125,47.775,T,T,Austria
412344,,15.125,47.775,T,T1,Austria
412345,,15.125,47.775,T,T1,Austria
412346,,15.125,47.775,T,T1,Austria
412347,,15.125,47.775,T,T1,Austria
412348,,15.125,47.775,T,T1,Austria
412349,,15.125,47.775,T,T1,Austria
412350,,15.125,47.775,T,T1,Austria
412351,,15.125,47.775,T,T1,Austria
412352,,15.125,47.775,T,T1,Austria
412353,,15.125,47.775,T,T1,Austria
412354,,15.125,47.775,T,T1,Austria
412355,1966,15.958,48.025,T,T1,Austria
412356,1966,15.958,48.025,T,T,Austria
412357,1966,15.958,47.975,T,T1,Austria
412358,1966,15.958,47.975,T,T1,Austria
412359,1966,15.958,48.025,T,T1,Austria
412360,1966,15.958,48.025,T,T1,Austria
412361,1966,15.625,47.725,T,T3,Austria
412362,1966,15.625,47.725,T,T1,Austria
412363,1966,15.625,47.725,T,T3,Austria
412364,1966,15.708,47.725,T,T1,Austria
412365,1966,15.708,47.725,T,T,Austria
412366,1966,15.708,47.725,T,T,Austria
412367,1966,15.625,47.725,T,T,Austria
412368,1966,15.625,47.725,T,T1,Austria
412369,1966,15.625,47.725,T,T1,Austria
412370,1966,15.625,47.725,T,T1,Austria
412371,1966,15.625,47.725,T,T1,Austria
412372,1966,15.625,47.725,T,T1,Austria
412373,1966,15.625,47.725,T,T3,Austria
412374,1966,15.625,47.725,T,T3,Austria
412375,1966,15.875,47.625,T,T1,Austria
412376,1966,15.875,47.625,T,T1,Austria
412377,1966,15.792,47.775,T,T,Austria
412378,1966,15.792,47.775,T,T1,Austria
412380,1966,15.792,47.775,T,T3,Austria
412381,1966,15.792,47.775,T,T3,Austria
412382,1966,15.792,47.775,T,T,Austria
412383,1966,15.792,47.775,T,T1,Austria
412384,1966,15.792,47.775,T,T1,Austria
412385,1966,15.708,47.725,T,T1,Austria
412386,1966,15.625,47.525,T,T,Austria
412387,1966,15.792,47.725,T,T,Austria
412388,1966,15.792,47.725,T,T,Austria
412389,1966,15.792,47.725,T,T3,Austria
412390,1966,15.792,47.725,T,T1,Austria
412391,1966,15.792,47.725,T,T1,Austria
412392,1966,15.792,47.725,T,T3,Austria
412393,1966,15.875,47.725,T,T3,Austria
412394,1966,15.875,47.725,T,T1,Austria
412395,1966,15.875,47.725,T,T3,Austria
412396,1966,15.875,47.725,T,T3,Austria
412397,1966,15.875,47.725,T,T1,Austria
412400,1966,15.958,47.775,T,T1,Austria
412401,1966,15.958,47.775,T,T1,Austria
412402,1966,15.958,47.775,T,T1,Austria
412403,1966,15.875,47.775,T,T3,Austria
412404,1966,15.875,47.775,T,T3,Austria
412408,1966,15.875,47.825,T,T3,Austria
412409,1966,15.875,47.825,T,T3,Austria
412410,1966,15.542,47.525,T,T3,Austria
412411,1966,15.542,47.525,T,T1,Austria
412412,1966,15.708,47.575,T,T,Austria
412413,1966,15.708,47.575,T,T1,Austria
412414,1966,15.708,47.575,T,T1,Austria
412415,1966,15.708,47.575,T,T3,Austria
412416,1966,15.708,47.575,T,T3,Austria
412417,1966,15.958,47.675,T,T1,Austria
412418,1966,15.958,47.675,T,T3,Austria
412419,1966,15.958,47.675,T,T1,Austria
412420,1966,15.208,47.525,T,T3,Austria
412421,1966,15.208,47.525,T,T3,Austria
412422,1966,15.208,47.525,T,T1,Austria
412423,1966,15.208,47.575,T,T3,Austria
412424,1966,15.292,47.625,T,T1,Austria
412425,1966,15.292,47.625,T,T3,Austria
412426,1966,15.292,47.625,T,T1,Austria
412427,1966,15.292,47.625,T,T1,Austria
412428,1966,15.292,47.625,T,T1,Austria
412429,1966,15.208,47.625,T,T1,Austria
412430,1966,15.208,47.625,T,T1,Austria
412431,1966,15.208,47.625,T,T1,Austria
412432,1966,15.208,47.625,T,T1,Austria
412433,1966,15.375,47.625,T,T3,Austria
412434,1966,15.375,47.625,T,T3,Austria
412435,1966,15.375,47.625,T,T1,Austria
412436,1966,15.375,47.625,T,T1,Austria
412437,1966,15.375,47.575,T,T1,Austria
412438,1966,15.292,47.625,T,T1,Austria
412439,1966,15.458,47.675,T,T1,Austria
412440,1966,15.458,47.675,T,T3,Austria
412441,1966,15.458,47.675,T,T1,Austria
412442,1966,15.792,47.375,T,T1,Austria
412443,1966,15.708,47.375,T,T3,Austria
412444,1966,15.625,47.425,T,T3,Austria
412445,1966,15.542,47.475,T,T1,Austria
412446,1966,15.542,47.475,T,T1,Austria
412447,1966,15.542,47.475,T,T1,Austria
412448,1966,15.542,47.475,T,T1,Austria
412449,1966,15.542,47.575,T,T1,Austria
412450,1966,15.292,47.175,T,T1,Austria
412451,1966,15.292,47.175,T,T1,Austria
412452,1966,15.292,47.175,T,T1,Austria
412453,1966,15.292,47.175,T,T1,Austria
412454,1966,15.292,47.225,T,T3,Austria
412455,1966,15.292,47.225,T,T1,Austria
412456,1966,15.292,47.275,T,T1,Austria
412457,1966,15.292,47.275,T,T1,Austria
412458,1966,15.292,47.275,T,T1,Austria
412459,1966,15.292,47.275,T,T3,Austria
412460,1966,15.375,47.225,T,T1,Austria
412461,1966,15.375,47.225,T,T,Austria
412462,1966,15.375,47.225,T,T3,Austria
412463,1966,15.375,47.175,T,T1,Austria
412464,1966,15.375,47.175,T,T1,Austria
412465,1966,15.375,47.175,T,T3,Austria
412466,1966,15.375,47.175,T,T1,Austria
412467,1966,15.375,47.175,T,T1,Austria
412468,1966,15.375,47.175,T,T1,Austria
412469,1966,15.375,47.175,T,T1,Austria
412470,1966,15.375,47.225,T,T3,Austria
412471,1966,15.375,47.225,T,T3,Austria
412472,1966,15.458,47.225,T,T3,Austria
412475,1966,15.458,47.175,T,T3,Austria
412476,1966,15.458,47.225,T,T1,Austria
412478,1966,15.292,47.175,T,T1,Austria
412480,1966,15.292,47.125,T,T1,Austria
412481,1966,15.292,47.125,T,T1,Austria
412482,1966,15.292,47.425,T,T1,Austria
412483,1966,15.208,47.425,T,T1,Austria
412484,1966,15.292,47.425,T,T,Austria
412485,1966,15.292,47.375,T,T1,Austria
412486,1966,15.292,47.425,T,T,Austria
412487,1966,15.292,47.425,T,T,Austria
412488,1966,15.292,47.425,T,T1,Austria
412489,1966,15.292,47.425,T,T1,Austria
412490,1966,15.375,47.225,T,T1,Austria
412491,1966,15.375,47.225,T,T1,Austria
412492,1966,15.375,47.225,T,T1,Austria
412493,1966,15.375,47.225,T,T1,Austria
412494,1966,15.375,47.225,T,T1,Austria
412495,1966,15.375,47.225,T,T1,Austria
412496,1966,15.375,47.275,T,T1,Austria
412497,1966,15.375,47.275,T,T1,Austria
412498,1966,15.375,47.325,T,T1,Austria
412499,1966,15.375,47.325,T,T1,Austria
412500,1966,15.375,47.325,T,T1,Austria
412501,1966,15.375,47.325,T,T1,Austria
412502,1966,15.375,47.325,T,T1,Austria
412503,1966,15.375,47.325,T,T1,Austria
412504,1966,15.375,47.325,T,T1,Austria
412505,1966,15.375,47.325,T,T1,Austria
412509,1966,15.375,47.275,T,T1,Austria
412510,1966,15.375,47.275,T,T1,Austria
412511,1966,15.375,47.275,T,T1,Austria
412512,1966,15.292,47.275,T,T,Austria
412513,1966,15.292,47.275,T,T1,Austria
412515,1966,16.042,47.825,T,T1,Austria
412516,1966,16.042,47.825,T,T1,Austria
412517,1966,15.875,48.075,T,T3,Austria
412518,1966,15.875,48.075,T,T1,Austria
412519,1966,15.875,48.075,T,T1,Austria
412520,1967,15.958,48.125,T,T3,Austria
412521,1967,15.958,48.125,T,T3,Austria
412522,1967,15.792,47.875,T,T1,Austria
412523,1967,15.958,47.625,T,T1,Austria
412524,1967,15.958,47.625,T,T1,Austria
412525,1967,15.958,47.625,T,T1,Austria
412526,1967,15.958,47.625,T,T1,Austria
412527,1967,15.958,47.625,T,T,Austria
412529,1967,16.042,47.525,T,T1,Austria
412530,1967,15.958,47.625,T,T,Austria
412531,1967,15.208,46.925,T,T1,Austria
412532,1967,15.208,46.925,T,T3,Austria
412533,1967,15.125,46.925,T,T3,Austria
412534,1967,15.208,46.875,T,T1,Austria
412535,1967,15.208,46.875,T,T1,Austria
412536,1967,15.208,46.875,T,T1,Austria
412537,1967,15.208,46.925,T,T,Austria
412538,1967,15.125,46.775,T,T1,Austria
412542,1967,15.208,46.825,T,T1,Austria
412543,1967,15.208,46.825,T,T1,Austria
412544,1967,15.208,46.825,T,T1,Austria
412545,1967,15.208,46.825,T,T1,Austria
412546,1967,15.208,46.825,T,T3,Austria
412547,1967,15.208,46.825,T,T1,Austria
412548,1967,15.125,46.675,T,T3,Austria
412549,1967,15.125,46.675,T,T1,Austria
412550,1967,15.125,46.675,T,T1,Austria
412551,1967,15.125,46.675,T,T1,Austria
412552,1967,15.042,46.725,T,T3,Austria
412553,1967,15.042,46.725,T,T1,Austria
412554,1967,15.042,46.725,T,T1,Austria
412555,1967,15.208,46.625,T,T1,Austria
412558,1967,15.292,46.675,T,T3,Austria
412563,1967,15.208,46.675,T,T1,Austria
412564,1967,15.042,46.675,T,T3,Austria
412566,1967,15.042,46.675,T,T3,Austria
412567,1967,15.042,46.675,T,T1,Austria
412568,1967,15.042,46.675,T,T1,Austria
412569,1967,15.042,46.675,T,T1,Austria
412570,1967,15.042,46.675,T,T1,Austria
412571,1967,15.042,46.675,T,T1,Austria
412573,1967,15.042,46.675,T,T1,Austria
412574,1967,15.042,46.675,T,T1,Austria
412575,1967,15.125,46.675,T,T,Austria
412576,1967,15.042,46.725,T,T3,Austria
412577,1967,15.042,46.725,T,T3,Austria
412578,1967,15.042,46.675,T,T,Austria
412579,1967,15.042,46.675,T,T1,Austria
412580,1967,15.042,46.675,T,T1,Austria
412581,,16.292,48.225,T,T1,Austria
412582,,16.375,48.275,T,T1,Austria
412584,,16.208,48.175,T,T1,Austria
412585,,16.292,48.225,T,T,Austria
412586,,16.292,48.225,T,T1,Austria
412587,,16.375,48.275,T,T1,Austria
412588,,16.292,48.225,T,T1,Austria
412589,,16.208,48.225,~,~,Austria
412590,,16.292,48.225,T,T,Austria
412592,,16.292,48.225,T,T1,Austria
412593,,16.292,48.225,T,T1,Austria
412594,,16.208,48.225,T,T,Austria
412595,,16.292,48.275,T,T1,Austria
412596,,16.208,48.175,T,T1,Austria
412597,,16.292,48.225,T,T1,Austria
412599,,16.292,48.225,T,T1,Austria
412601,,16.208,48.225,T,T1,Austria
412602,,16.208,48.225,T,T1,Austria
412603,,16.375,48.275,T,T1,Austria
412604,,16.292,48.275,T,T1,Austria
412605,,16.208,48.225,T,T1,Austria
412606,,16.292,48.225,T,T1,Austria
412608,,16.208,48.225,T,T1,Austria
412609,,16.208,48.225,T,T1,Austria
412610,,16.208,48.225,T,T1,Austria
412612,,16.208,48.225,T,T1,Austria
412613,,16.208,48.225,T,T1,Austria
412615,,16.208,48.225,T,T1,Austria
412616,,16.208,48.175,~,~,Austria
412617,,16.208,48.175,T,T,Austria
412618,,16.208,48.175,T,T,Austria
412619,,16.208,48.175,T,T,Austria
412620,,16.208,48.175,T,T,Austria
412621,,16.208,48.175,~,~,Austria
412622,,16.208,48.225,T,T1,Austria
412623,,16.292,48.225,T,T1,Austria
412624,,16.208,48.225,T,T1,Austria
412625,,16.042,48.025,T,T1,Austria
412626,,16.042,48.025,T,T1,Austria
412627,,16.042,48.025,T,T1,Austria
412628,,16.042,48.025,T,T1,Austria
412629,1977,16.042,48.025,T,T1,Austria
412630,1978,16.042,48.025,T,T1,Austria
412632,,16.208,48.075,T,T1,Austria
412633,,14.042,46.525,T,T1,Austria
412634,,14.042,46.525,T,T1,Austria
412636,,15.375,47.325,T,T1,Austria
412637,,15.125,47.775,T,T1,Austria
412638,,13.125,47.825,T,T1,Austria
412641,,13.042,47.825,T,T1,Austria
412642,,13.125,47.975,T,T,Austria
412643,,13.125,47.825,T,T1,Austria
412644,,12.958,47.925,T,T,Austria
412645,,13.125,47.975,T,T,Austria
412646,,13.042,47.875,T,T1,Austria
412647,,12.958,47.925,T,T1,Austria
412648,,12.958,47.925,T,T1,Austria
412649,,12.958,47.925,T,T1,Austria
412650,,13.292,47.875,T,T1,Austria
412651,,13.292,47.875,T,T1,Austria
412652,,13.125,47.975,T,T1,Austria
412653,,13.292,47.875,T,T1,Austria
412654,,13.125,47.975,T,T,Austria
412655,,13.292,47.875,T,T1,Austria
412656,,13.125,47.975,T,T1,Austria
412659,,13.042,47.875,T,T1,Austria
412660,,13.042,47.875,T,T1,Austria
412661,,13.125,47.975,T,T1,Austria
412662,,13.125,47.975,T,T1,Austria
412663,,13.292,47.975,T,T1,Austria
412664,,13.042,47.825,T,T1,Austria
412665,,13.125,47.825,T,T1,Austria
412666,,13.125,47.975,T,T1,Austria
412667,,13.042,47.875,T,T1,Austria
412668,,13.125,47.825,T,T1,Austria
412669,,13.125,47.975,T,T1,Austria
412670,,13.208,47.975,T,T3,Austria
412671,,13.208,47.975,T,T3,Austria
412672,,13.208,47.875,T,T3,Austria
412673,,13.208,47.875,T,T1,Austria
412674,,13.292,47.975,T,T1,Austria
412675,,13.292,47.975,T,T1,Austria
412676,,13.292,47.875,T,T1,Austria
412677,,13.208,47.875,T,T1,Austria
412678,,13.292,47.875,T,T1,Austria
412679,,13.292,47.975,T,T1,Austria
412680,,13.292,47.875,T,T1,Austria
412681,,13.292,47.875,T,T1,Austria
412682,,13.292,47.875,T,T3,Austria
412683,,13.292,47.875,T,T1,Austria
412684,,13.292,47.875,T,T,Austria
412685,,13.292,47.875,T,T1,Austria
412686,,13.292,47.875,T,T3,Austria
412687,,13.292,47.875,T,T1,Austria
412688,,13.292,47.875,T,T3,Austria
412689,,13.292,47.875,T,T1,Austria
412690,1972,14.375,47.925,T,T1,Austria
412694,,15.458,48.325,T,T1,Austria
412696,,15.375,48.375,T,T1,Austria
412698,,15.458,48.375,T,T1,Austria
412699,,15.458,48.375,T,T1,Austria
412700,,15.458,48.375,T,T,Austria
412701,,15.542,48.625,T,T1,Austria
412702,,15.542,48.625,T,T1,Austria
412703,,15.542,48.625,T,T1,Austria
412704,,15.542,48.625,T,T1,Austria
412705,,15.542,48.625,T,T1,Austria
412706,,15.542,48.625,T,T1,Austria
412707,,15.542,48.625,T,T1,Austria
412708,,15.542,48.625,T,T1,Austria
412709,,15.542,48.625,T,T,Austria
412710,,15.542,48.625,T,T1,Austria
412711,,15.542,48.625,T,T1,Austria
412712,,15.542,48.625,T,T,Austria
412713,,15.542,48.625,T,T,Austria
412714,,15.542,48.625,T,T,Austria
412715,,15.625,48.625,T,T3,Austria
412716,,15.542,48.425,T,T1,Austria
412717,,15.542,48.425,T,T1,Austria
412718,,15.542,48.425,T,T1,Austria
412719,,15.542,48.425,T,T1,Austria
412720,,15.042,47.825,~,~,Austria
412721,,15.042,47.825,T,T1,Austria
412722,,15.042,47.825,T,T,Austria
412723,,15.042,47.825,T,T1,Austria
412724,,15.042,47.825,T,T1,Austria
412725,,15.042,47.825,T,T1,Austria
412726,,15.042,47.825,T,T1,Austria
412727,,15.042,47.825,T,T1,Austria
412728,,15.042,47.825,T,T1,Austria
412729,,15.042,47.825,T,T1,Austria
412730,,15.042,47.825,T,T1,Austria
412731,1993,9.75409,47.20672,T,T3,Austria
412732,1993,9.75154,47.2555,T,T1,Austria
412733,1993,9.74636,47.30547,T,T3,Austria
412734,1993,9.78229,47.38102,T,T1,Austria
412735,1993,9.78182,47.38281,T,T1,Austria
412736,1994,9.87077,47.11225,T,T,Austria
412737,1993,9.85253,47.38335,T,T,Austria
412738,1994,9.9031,47.13681,T,T,Austria
412739,1994,9.90375,47.13809,T,T,Austria
412740,1993,9.88036,47.45887,T,T3,Austria
412741,1994,9.9446,47.06475,T,T1,Austria
412742,1994,9.97827,47.14082,T,T1,Austria
412743,1993,9.95104,47.50987,T,T3,Austria
412744,1993,10.06957,47.38812,T,T,Austria
412745,1995,11.23911,47.36681,T,T,Austria
412746,1995,11.23928,47.36885,T,T,Austria
412747,1994,11.59992,47.35068,T,T1,Austria
412748,1994,11.67104,47.37505,T,T,Austria
412749,1994,11.67478,47.3759,T,T,Austria
412750,1993,11.66284,47.55124,T,T1,Austria
412751,1994,11.71122,47.37489,T,T,Austria
412752,1994,11.78019,47.40346,T,T1,Austria
412753,1993,11.81392,47.52358,T,T,Austria
412754,1993,11.81552,47.52538,T,T1,Austria
412755,1994,11.96322,47.45324,T,T,Austria
412756,1994,12.14473,47.50334,T,T3,Austria
412757,1994,12.14144,47.50352,T,T,Austria
412758,1994,12.25559,47.52869,T,T1,Austria
412759,1994,12.47029,47.58168,T,T1,Austria
412760,1994,12.46975,47.58385,T,T1,Austria
412761,1993,12.69368,47.53269,T,T,Austria
412762,1993,12.69016,47.53381,T,T,Austria
412763,1993,12.69243,47.53357,T,T,Austria
412764,1993,12.72626,47.55938,T,T3,Austria
412765,1993,12.9154,46.61956,T,T1,Austria
412766,1995,12.91666,46.74456,T,T,Austria
412767,1995,12.95002,46.74321,T,T1,Austria
412768,1995,12.95137,46.74357,T,T1,Austria
412769,1993,12.98412,46.6454,T,T1,Austria
412770,1995,12.98869,46.71767,T,T,Austria
412771,1995,12.9882,46.71778,T,T1,Austria
412772,1995,12.98139,47.98012,T,T1,Austria
412773,1995,12.97894,48.05651,T,T1,Austria
412774,1995,13.02329,46.71913,T,T1,Austria
412775,1995,13.09548,46.76826,T,T,Austria
412776,1993,13.13243,46.61909,T,T1,Austria
412777,1993,13.13185,46.61971,T,T1,Austria
412778,1993,13.12736,47.78237,T,T1,Austria
412779,1995,13.12839,47.83119,T,T3,Austria
412780,1993,13.20446,46.59462,T,T,Austria
412781,1995,13.20517,46.71884,T,T1,Austria
412782,1993,13.20399,47.48555,T,T1,Austria
412783,1993,13.24082,46.71933,T,T1,Austria
412784,1995,13.24116,46.74253,T,T,Austria
412785,1993,13.24078,47.73334,T,T1,Austria
412786,1993,13.23867,47.75969,T,T,Austria
412787,1993,13.2776,46.59364,T,T3,Austria
412788,1993,13.27526,46.59502,T,T3,Austria
412789,1993,13.27472,47.58512,T,T1,Austria
412790,1993,13.27298,47.73546,T,T1,Austria
412791,1993,13.27611,47.73513,T,T1,Austria
412792,1993,13.31413,47.80608,T,T1,Austria
412793,1993,13.34908,46.57051,T,T1,Austria
412794,1993,13.34479,46.59582,T,T,Austria
412795,1993,13.34709,46.59643,T,T1,Austria
412796,1993,13.38254,47.8567,T,T1,Austria
412797,1993,13.38281,47.85833,T,T1,Austria
412798,1993,13.4228,47.78066,T,T3,Austria
412799,1993,13.41997,47.78084,T,T1,Austria
412800,1993,13.42341,47.78239,T,T3,Austria
412801,1993,13.45666,46.7191,T,T,Austria
412802,1993,13.45736,47.90618,T,T1,Austria
412803,1993,13.56971,47.58303,T,T1,Austria
412804,1993,13.57089,47.63437,T,T1,Austria
412805,1993,13.56872,47.73199,T,T1,Austria
412806,1993,13.5666,47.73174,T,T1,Austria
412807,1993,13.56621,47.73344,T,T1,Austria
412808,1993,13.57076,47.73366,T,T1,Austria
412809,1993,13.60523,47.75953,T,T1,Austria
